4K频道,#genre#
东森新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OzyDN5&tk=cl177bPI6scY
东森新闻(美),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Bj3umV&tk=cl177bPI6scY
寰宇新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=x6Gb7i&tk=cl177bPI6scY
寰宇新闻台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=505OC5&tk=cl177bPI6scY
民视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7PSCf3&tk=cl177bPI6scY
年代新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LIXF64&tk=cl177bPI6scY
非凡新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=supvlH&tk=cl177bPI6scY
摬新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bJ6bs9&tk=cl177bPI6scY
中天CTI+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3F47MP&tk=cl177bPI6scY
民视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=r3VZZs&tk=cl177bPI6scY
中视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KzugLu&tk=cl177bPI6scY
华视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kFyP5y&tk=cl177bPI6scY
公视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PfkVmH&tk=cl177bPI6scY
台视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=btQgXu&tk=cl177bPI6scY
中旺电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JyFLdW&tk=cl177bPI6scY
TVBS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GrP5hV&tk=cl177bPI6scY
TVBS欢乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Tn77Ti&tk=cl177bPI6scY
TVBS亚洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PnRxPm&tk=cl177bPI6scY
TVBS精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UcTnZ8&tk=cl177bPI6scY
TVBS综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KAjxet&tk=cl177bPI6scY
TVBS台剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KcybCU&tk=cl177bPI6scY
中天娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PaIMlN&tk=cl177bPI6scY
中天综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3NetuZ&tk=cl177bPI6scY
中天亚洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3kuysf&tk=cl177bPI6scY
八大第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ey7lRU&tk=cl177bPI6scY
八大综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=izCCcA&tk=cl177bPI6scY
八大戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DADCAS&tk=cl177bPI6scY
八大娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=V5bHiL&tk=cl177bPI6scY
八大精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3nSPSI&tk=cl177bPI6scY
三立台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pNknNF&tk=cl177bPI6scY
三立戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aAe0TI&tk=cl177bPI6scY
三立综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2kiZ5G&tk=cl177bPI6scY
三立都会,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XBTS5d&tk=cl177bPI6scY
东森综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Fh9Eqp&tk=cl177bPI6scY
东森戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Rvqvj4&tk=cl177bPI6scY
东森超视34.5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LZ9tvy&tk=cl177bPI6scY
华视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iZx1wu&tk=cl177bPI6scY
东森美洲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=a5NA4s&tk=cl177bPI6scY
东森电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4SkLbM&tk=cl177bPI6scY
东森洋片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QU1fF6&tk=cl177bPI6scY
东森Yoyo,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Mr94TD&tk=cl177bPI6scY
民事第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aheaae&tk=cl177bPI6scY
民事第一,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dE6QbU&tk=cl177bPI6scY
民视台湾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iQ7JPR&tk=cl177bPI6scY
民事综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ocPr4P&tk=cl177bPI6scY
民视旅遊,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CkVtJ4&tk=cl177bPI6scY
民视戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GKZcP2&tk=cl177bPI6scY
台视综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Mudc9Z&tk=cl177bPI6scY
中视经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MKmfWW&tk=cl177bPI6scY
中视菁采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xUL5MG&tk=cl177bPI6scY
华艺中文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SJWNeg&tk=cl177bPI6scY
智林体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FqhfYD&tk=cl177bPI6scY
纬来体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zUo2Qv&tk=cl177bPI6scY
纬来日本,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WacWTb&tk=cl177bPI6scY
纬来电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=TIeO4d&tk=cl177bPI6scY
纬来综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tFLNzw&tk=cl177bPI6scY
纬来精采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=TPp9sk&tk=cl177bPI6scY
爱尔达影剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RYbce9&tk=cl177bPI6scY
爱尔达综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ArLMef&tk=cl177bPI6scY
爱尔达体育1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=U3I8nw&tk=cl177bPI6scY
爱尔达体育2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6dBhkt&tk=cl177bPI6scY
爱尔达体育3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IbXPZH&tk=cl177bPI6scY
爱尔达体育4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BNDZDm&tk=cl177bPI6scY
靖天国际台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=33R8b9&tk=cl177bPI6scY
靖天卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0Hya5Q&tk=cl177bPI6scY
爱奇艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=N1xWbv&tk=cl177bPI6scY
美亚电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MGRoeh&tk=cl177bPI6scY
龙华电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wknAkO&tk=cl177bPI6scY
龙华戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8QO3Z1&tk=cl177bPI6scY
龙华洋片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=87XYDm&tk=cl177bPI6scY
龙华偶像,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uZMgAY&tk=cl177bPI6scY
龙华日韩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nfPJJM&tk=cl177bPI6scY
龙华经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=i37AfY&tk=cl177bPI6scY
龙华卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kz9GVc&tk=cl177bPI6scY
龙祥时代,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gbQ7EX&tk=cl177bPI6scY
好莱乌电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fowPll&tk=cl177bPI6scY
HBO,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eCIVDn&tk=cl177bPI6scY
HBO_HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EmQiRH&tk=cl177bPI6scY
HBO_Family,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cWsoPR&tk=cl177bPI6scY
HBO_HITS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Jqe4va&tk=cl177bPI6scY
HBO-Ignature,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0156Va&tk=cl177bPI6scY
AXN电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GHDr2e&tk=cl177bPI6scY
ONE电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tDafea&tk=cl177bPI6scY
爱尔达娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fympeu&tk=cl177bPI6scY
CINEMAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=76qzY6&tk=cl177bPI6scY
Star Movies,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zBKomY&tk=cl177bPI6scY
Animaxa动漫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EUnJJp&tk=cl177bPI6scY
Thrill,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Db302j&tk=cl177bPI6scY
欢喜台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MSjHRL&tk=cl177bPI6scY
MDAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1Sa9LH&tk=cl177bPI6scY
CN卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BPGaoF&tk=cl177bPI6scY
博斯运动1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZhqTMS&tk=cl177bPI6scY
博斯运动2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eBrVOF&tk=cl177bPI6scY
博斯高球2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=z113fs&tk=cl177bPI6scY
博斯高球1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CUQO4S&tk=cl177bPI6scY
博斯网球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=n8eV23&tk=cl177bPI6scY
博斯无限,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wWcYLZ&tk=cl177bPI6scY
WWE摔胶,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tuphmd&tk=cl177bPI6scY
亚洲美食,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=TTaqAs&tk=cl177bPI6scY
美食星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AEBBP7&tk=cl177bPI6scY
TLC亚洲旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ofFTV4&tk=cl177bPI6scY
ASIA亚洲旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NjR7Ty&tk=cl177bPI6scY
阿里郎Ariranga,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fwC0wt&tk=cl177bPI6scY
ROCK Entertainment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KBjNIX&tk=cl177bPI6scY
MTV_Livea,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HAT27N&tk=cl177bPI6scY
动物星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ALdX54&tk=cl177bPI6scY
新加坡CM+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bekPam&tk=cl177bPI6scY
BBC_Earth,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yuzRxl&tk=cl177bPI6scY
BBC_Lifestyle,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VsKn8h&tk=cl177bPI6scY
新加坡剧乐酷,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dZYpZY&tk=cl177bPI6scY
新加坡e乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ak2655&tk=cl177bPI6scY
History,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Vxz0Hc&tk=cl177bPI6scY
新加坡佳乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=laE3oN&tk=cl177bPI6scY
KTSF26(美),http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tVEbN2&tk=cl177bPI6scY
公视戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0bA9h3&tk=cl177bPI6scY
靖洋戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AY7wA4&tk=cl177bPI6scY
靖洋卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zziLNc&tk=cl177bPI6scY
靖天综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lzXLfo&tk=cl177bPI6scY
靖天欢乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4QT19V&tk=cl177bPI6scY
靖天映画,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ywPQLl&tk=cl177bPI6scY
靖天戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CGaLBL&tk=cl177bPI6scY
靖天电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Xx8QTn&tk=cl177bPI6scY
靖天育乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=edjr2G&tk=cl177bPI6scY
靖天资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=70vrf9&tk=cl177bPI6scY
点歌频道,#genre#
徐怀钰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=D98ciW&tk=cl177bPI6scY
陈百强,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xGElWe&tk=cl177bPI6scY
张国荣金曲1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xWOYaZ&tk=cl177bPI6scY
张国荣金曲2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qT0tIH&tk=cl177bPI6scY
周传雄1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AmIfeT&tk=cl177bPI6scY
Beyond,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Y3K4s0&tk=cl177bPI6scY
郑中基,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uJwuNi&tk=cl177bPI6scY
庾澄庆,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jDDAHM&tk=cl177bPI6scY
罗文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MXboVl&tk=cl177bPI6scY
陈小春,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7Ns2th&tk=cl177bPI6scY
罗大佑,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=q5srP7&tk=cl177bPI6scY
邰正宵,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CsTzan&tk=cl177bPI6scY
张镐哲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Qmff5A&tk=cl177bPI6scY
孟庭苇,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wKUASd&tk=cl177bPI6scY
陈慧娴,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CIrsAE&tk=cl177bPI6scY
李宗盛,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eLaZg0&tk=cl177bPI6scY
郑钧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Tb7E7k&tk=cl177bPI6scY
郑伊健,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OtjQnm&tk=cl177bPI6scY
蔡依林,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3aD7G1&tk=cl177bPI6scY
张惠妹,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pXntQV&tk=cl177bPI6scY
杨千嬅,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=udMANG&tk=cl177bPI6scY
周传雄2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hK6Uaa&tk=cl177bPI6scY
张学友,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=erkkQX&tk=cl177bPI6scY
刀郎1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LFDIX9&tk=cl177bPI6scY
刀郎2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gYoexA&tk=cl177bPI6scY
beyond乐队,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ei5hJ0&tk=cl177bPI6scY
永远的beyond,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YGv7Vw&tk=cl177bPI6scY
后街男孩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=N5nrJ0&tk=cl177bPI6scY
动力火车,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gRTV5m&tk=cl177bPI6scY
草蜢乐队,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CBCSon&tk=cl177bPI6scY
小虎队,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7IKCRT&tk=cl177bPI6scY
五月天,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bZe2Yp&tk=cl177bPI6scY
邝美云,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zOgME3&tk=cl177bPI6scY
李玟,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eeV7tx&tk=cl177bPI6scY
汪苏泷,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YUzUhT&tk=cl177bPI6scY
王菲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PwelOC&tk=cl177bPI6scY
周杰伦,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=651jD7&tk=cl177bPI6scY
郑智化,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LWO9cS&tk=cl177bPI6scY
赵传,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vRq6f0&tk=cl177bPI6scY
郑秀文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9MFzoD&tk=cl177bPI6scY
邓紫棋,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5kqAid&tk=cl177bPI6scY
张宇,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3spx8K&tk=cl177bPI6scY
张信哲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yD6uYN&tk=cl177bPI6scY
张惠妹,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OOm0ZU&tk=cl177bPI6scY
杨千嬅,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QXTSBJ&tk=cl177bPI6scY
许冠杰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xUcFXs&tk=cl177bPI6scY
萧亚轩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=n2qcG6&tk=cl177bPI6scY
王杰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FBjchx&tk=cl177bPI6scY
王菲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jZybLZ&tk=cl177bPI6scY
童安格,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bMSZTm&tk=cl177bPI6scY
谭咏麟,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=R2bO3O&tk=cl177bPI6scY
孙燕姿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wjyhEm&tk=cl177bPI6scY
梅艳芳,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=b4t3i9&tk=cl177bPI6scY
罗文,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yG5f46&tk=cl177bPI6scY
刘若英,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kDJol5&tk=cl177bPI6scY
黄安,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KGjydT&tk=cl177bPI6scY
郭富城,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QMzxqF&tk=cl177bPI6scY
陈淑桦,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XqTMgC&tk=cl177bPI6scY
任贤齐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aPPPVB&tk=cl177bPI6scY
齐秦,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0b6bmR&tk=cl177bPI6scY
莫文蔚,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nCvwbx&tk=cl177bPI6scY
林子祥,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gCQvgW&tk=cl177bPI6scY
林志颖,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=97i5km&tk=cl177bPI6scY
梁咏琪,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=w1EECC&tk=cl177bPI6scY
梁静茹,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mOKu1W&tk=cl177bPI6scY
李克勤,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=etQEmy&tk=cl177bPI6scY
黎明,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=L2UpSo&tk=cl177bPI6scY
黄莺莺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ddJZoz&tk=cl177bPI6scY
动力火车,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qZLTfq&tk=cl177bPI6scY
邓丽君,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QWjkTZ&tk=cl177bPI6scY
草蜢,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ptwbd3&tk=cl177bPI6scY
S.H.E,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KGJLPn&tk=cl177bPI6scY
张雨生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=T0WYcx&tk=cl177bPI6scY
迪克牛仔,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NyAb3o&tk=cl177bPI6scY
小虎队,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0Z8k2W&tk=cl177bPI6scY
黄品源,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CwW7Ru&tk=cl177bPI6scY
林志炫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fC8eEV&tk=cl177bPI6scY
刘德华,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pdZzd5&tk=cl177bPI6scY
周华健,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LuC8xO&tk=cl177bPI6scY
伍佰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oZFuL2&tk=cl177bPI6scY
虎牙频道,#genre#
征服,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SF2Aza&tk=cl177bPI6scY
沈腾,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Yf4ycF&tk=cl177bPI6scY
王晶,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3MRfGR&tk=cl177bPI6scY
吴京,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=opb4Xw&tk=cl177bPI6scY
成龙,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vfmZOL&tk=cl177bPI6scY
徐克,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9QdX8q&tk=cl177bPI6scY
邓超,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IuzEDY&tk=cl177bPI6scY
徐峥,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CKH9UF&tk=cl177bPI6scY
黄渤,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=o1dKyg&tk=cl177bPI6scY
周星驰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eKMwea&tk=cl177bPI6scY
林正英,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MViI3q&tk=cl177bPI6scY
李连杰,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6WeSLu&tk=cl177bPI6scY
古天乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WmgD1s&tk=cl177bPI6scY
周润发,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NXnusT&tk=cl177bPI6scY
刘德华,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xVZq8P&tk=cl177bPI6scY
梁家辉,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xG3E4J&tk=cl177bPI6scY
洪金宝,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xRzVyo&tk=cl177bPI6scY
张卫健,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3avkYl&tk=cl177bPI6scY
庆余年,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=V1z7DA&tk=cl177bPI6scY
赵家班,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ud6ho8&tk=cl177bPI6scY
芈月传,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=N4Qyhh&tk=cl177bPI6scY
婆媳间,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5VqkIG&tk=cl177bPI6scY
捉妖记,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W7sGhn&tk=cl177bPI6scY
甄嬛传,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SL8NJU&tk=cl177bPI6scY
好先生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9zA9dB&tk=cl177bPI6scY
铁梨花,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=C7uJmY&tk=cl177bPI6scY
神话片,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rGDAnS&tk=cl177bPI6scY
鬼吹灯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QBwTUN&tk=cl177bPI6scY
宝莲灯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HVPlNm&tk=cl177bPI6scY
水浒传,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pBXhWB&tk=cl177bPI6scY
西游记,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vQi1OF&tk=cl177bPI6scY
灰太狼,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AoKeHw&tk=cl177bPI6scY
洗冤录,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=a07ltB&tk=cl177bPI6scY
寻秦记,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4slCYp&tk=cl177bPI6scY
特工007,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=emexk9&tk=cl177bPI6scY
今晚80后,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=e3jzkc&tk=cl177bPI6scY
新版三国,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vey2Em&tk=cl177bPI6scY
新版水浒,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=95RR5d&tk=cl177bPI6scY
天龙八部,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8k7tU6&tk=cl177bPI6scY
笑傲江湖,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qYOBL5&tk=cl177bPI6scY
神雕侠侣,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8oXhyu&tk=cl177bPI6scY
楚汉骄雄,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YQsO3Q&tk=cl177bPI6scY
金枝欲孽,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Yd8efe&tk=cl177bPI6scY
雍正王朝,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FfQGBB&tk=cl177bPI6scY
康熙王朝,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OhDIrJ&tk=cl177bPI6scY
三国演义,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cS8jQs&tk=cl177bPI6scY
法证先锋,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OSWXZC&tk=cl177bPI6scY
爱情公寓,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2fz93E&tk=cl177bPI6scY
家有儿女,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vm8hMu&tk=cl177bPI6scY
